,TERMINAL_ID,X_TERMINAL,Y_TERMINAL,TERMINAL_CATEGORY
117,117,7.866975863495762,7.833989249471884,ELECTRONICS
118,118,61.097978735989564,93.10940940072939,CLOTHING
119,119,23.166322809745765,62.361908863808665,CLOTHING
120,120,3.86389328647585,83.37287155278536,FUEL
121,121,11.523750369390251,7.894997212731725,FUEL
122,122,55.52626226202211,65.6692650906364,OTHER
123,123,63.69806109581822,5.7098811597149135,GROCERY
124,124,32.48006471341971,3.4360471225423406,FUEL
125,125,64.34524295610868,4.5766590148798585,GROCERY
126,126,35.20660999086127,24.77015264094402,GROCERY
127,127,13.06590067902328,79.71847180720346,ELECTRONICS
128,128,31.52102819233672,28.50161368726456,ELECTRONICS
129,129,39.52682262538195,69.32668147114278,ELECTRONICS
130,130,91.26388347030948,24.990475816611823,FUEL
131,131,11.566037371975636,21.60527711743786,OTHER
132,132,8.61638905672535,23.753749865747288,CLOTHING
133,133,56.15020270717128,31.49404100266261,CLOTHING
134,134,96.3392788469826,75.88852233198931,ELECTRONICS
135,135,90.72551262567929,81.97535206161758,OTHER
136,136,70.02440577845749,21.984811857083375,OTHER
137,137,6.675074664565528,81.11465376532846,FUEL
138,138,80.64014242808892,19.135309641328902,CLOTHING
139,139,68.33747373821576,93.49998408448226,FUEL
140,140,14.393023925092841,16.698834919704055,ELECTRONICS
141,141,46.49437260273713,86.41305423145465,ELECTRONICS
142,142,4.932265537953406,92.62802623933683,FUEL
143,143,80.18759652846495,19.565715231665713,FUEL
144,144,71.86342171882829,49.189050739454984,FUEL
145,145,80.46280999180529,65.9448356797765,OTHER
146,146,76.04156406201771,44.53160074815734,ELECTRONICS
147,147,26.725757696269735,97.85021989550413,OTHER
148,148,78.97405144935111,0.8207597004273426,FUEL
149,149,24.91706459204064,42.88559197740411,FUEL
150,150,13.7895477936393,92.27597661964518,ELECTRONICS
151,151,39.03900336091478,37.562942152580106,GROCERY
152,152,49.78403528910281,72.28559672072336,GROCERY
153,153,28.582214763697067,0.23271755321569998,OTHER
154,154,60.57829045539176,49.67465075112772,GROCERY
155,155,60.25037292093944,9.235366774433462,ELECTRONICS
156,156,23.981765821431644,44.629596942062676,FUEL
157,157,62.25674878326488,13.280494219438166,CLOTHING
158,158,35.72529175541764,48.38559421030348,ELECTRONICS
159,159,73.46895986537503,16.615510329545856,GROCERY
160,160,29.04179516189237,74.2043435258924,OTHER
161,161,79.87934288403706,50.69959900403367,GROCERY
162,162,41.511048088540946,67.37839239245349,FUEL
163,163,55.32402344263726,70.83974695773743,CLOTHING
164,164,67.3346321688035,40.70286434994219,FUEL
165,165,51.837737550144624,1.9650279809768412,GROCERY
166,166,25.761816543803874,74.18674128272427,GROCERY
167,167,97.9381586495416,34.30421898215273,FUEL
168,168,9.605540688734415,47.88808764331116,OTHER
169,169,32.492367611655325,58.18645991620915,CLOTHING
170,170,54.911229808243746,97.2354884144983,OTHER
171,171,2.870047226297001,78.78454817734234,ELECTRONICS
172,172,15.49130860920257,85.41890708039409,GROCERY
173,173,79.9264418560598,50.94207955569703,ELECTRONICS
174,174,78.38143819950656,58.5970547564248,ELECTRONICS
175,175,63.69663971231066,32.69888386829949,CLOTHING
176,176,90.17996600943879,43.135455990897434,FUEL
177,177,75.55234033370557,75.89153837512089,FUEL
178,178,29.878446694892126,47.80564073487302,ELECTRONICS
179,179,64.48665262126427,84.64919174554333,GROCERY
180,180,34.008236435920544,58.33951037728382,FUEL
181,181,74.98444329241765,77.99490753675975,FUEL
182,182,38.479370884446574,62.00449882270611,ELECTRONICS
183,183,15.324335875809325,62.936451616646806,GROCERY
184,184,87.64566082257105,44.79705038084156,OTHER
185,185,69.04054473036008,76.47800409348194,OTHER
186,186,74.46787391543124,19.498592263994585,OTHER
187,187,55.959791450349314,86.48849549634434,FUEL
188,188,78.29416177969858,18.602057773914037,FUEL
189,189,44.78733963786971,42.531709917040594,ELECTRONICS
190,190,56.57930406632432,57.20864753526983,GROCERY
191,191,6.256378239250148,25.27390419459542,CLOTHING
192,192,55.50687141384284,93.32342044300385,OTHER
193,193,81.46035999178059,1.930946449972093,GROCERY
194,194,70.55455237189695,29.21237772230655,OTHER
195,195,80.31521953292047,59.015725090788365,GROCERY
196,196,49.60991196561647,41.59159384510712,FUEL
197,197,88.13351361127383,51.957464196334826,CLOTHING
198,198,10.830233817094292,97.75759144934413,ELECTRONICS
199,199,87.57005297821617,27.357102856787407,CLOTHING
200,200,37.12714947378565,25.989457408567283,ELECTRONICS
201,201,9.096253171594515,29.493775478932637,ELECTRONICS
202,202,61.93330184902012,23.54435952396954,CLOTHING
203,203,45.48926050794175,41.89985539615119,FUEL
204,204,42.837260253273314,42.36704904786001,OTHER
205,205,85.20290412145555,72.49398440826695,GROCERY
206,206,13.779136744001885,70.23409204006312,OTHER
207,207,61.69348093129682,29.807526625998328,ELECTRONICS
208,208,41.3750148421464,98.6685911831457,OTHER
209,209,52.825875493690624,25.846337824097354,FUEL
210,210,49.94093806321438,81.63939662765533,GROCERY
211,211,13.412907512792005,48.508267936467966,FUEL
212,212,51.201538202607786,89.8849938591254,CLOTHING
213,213,86.21054904741082,24.57313805917464,CLOTHING
214,214,17.123424525737253,36.27160821682688,ELECTRONICS
215,215,1.1468891729525477,29.000411120623216,OTHER
216,216,6.756529676327105,79.93086981041381,GROCERY
217,217,45.97957031351009,87.45873041090512,FUEL
218,218,97.44520536915972,19.09713876688819,CLOTHING
219,219,4.423689898752281,58.79805040279133,ELECTRONICS
220,220,99.0929513406145,3.3587880372784262,OTHER
221,221,53.60530822434132,76.77300899956289,ELECTRONICS
222,222,12.014027194342692,25.319879516633602,FUEL
223,223,41.85393750177311,9.153335529897234,GROCERY
224,224,20.73600704442772,99.20671194366109,ELECTRONICS
225,225,71.41514680947931,71.90853855385946,OTHER
226,226,54.1513690465592,23.030150857621546,ELECTRONICS
227,227,28.795995217102956,82.13564797543175,FUEL
228,228,25.542263670344113,4.039312767708725,GROCERY
229,229,86.69768730366624,36.52394707136737,FUEL
230,230,76.6242024044932,17.457424340900896,CLOTHING
231,231,43.61850420748408,54.39976098298206,FUEL
232,232,40.55112334028183,56.68575044314337,GROCERY
233,233,73.74729063656376,76.33121170297555,CLOTHING
234,234,97.07346289557908,92.55659031304711,FUEL
235,235,7.959263162674379,34.91611031061007,CLOTHING
236,236,15.908361643178004,4.968797307262274,OTHER
237,237,36.23266998237232,42.28855878077907,ELECTRONICS
238,238,50.77147937418397,68.41061191407627,ELECTRONICS
239,239,7.140874694019727,46.78429261756981,FUEL
240,240,5.348961235719541,26.31404527624538,ELECTRONICS
241,241,21.946225158098176,62.47527237152982,OTHER
242,242,38.59595241571178,55.05987393748962,CLOTHING
243,243,73.92819211283648,58.363448239876426,OTHER
244,244,60.99143143960754,94.94850256886531,CLOTHING
245,245,2.920409544990077,85.68919201555336,CLOTHING
246,246,4.501285349611129,10.279831097706428,OTHER
247,247,45.202972614843006,74.13406929845371,FUEL
248,248,87.4850653338439,36.223705476666034,ELECTRONICS
249,249,91.4997117607591,62.76550832838753,OTHER
250,250,36.51054283096023,41.526553491266974,ELECTRONICS
251,251,88.73726591779965,96.6911251814403,OTHER
252,252,92.91243083646292,80.08231805088187,CLOTHING
253,253,40.661401378395354,68.33986667514984,OTHER
254,254,74.60731617010244,25.18910566295254,ELECTRONICS
255,255,36.53423464110786,12.042056751116837,OTHER
256,256,15.357701224473242,12.550181621053003,ELECTRONICS
257,257,57.519795520079406,57.10205804106446,OTHER
258,258,8.642231227631413,38.55559293101762,OTHER
259,259,66.33531579416993,98.10014705926132,ELECTRONICS
260,260,80.91999062430624,41.434661822885346,ELECTRONICS
261,261,91.54059429607871,20.239648576891767,OTHER
262,262,44.802498501976714,95.72427837424091,FUEL
263,263,11.738479923916078,51.478575978462274,FUEL
264,264,90.24915139224073,79.21650091430125,CLOTHING
265,265,87.03699203071189,25.189724247879187,OTHER
266,266,96.76102180263192,54.88769655573446,CLOTHING
267,267,59.39788493027631,75.41081962448591,ELECTRONICS
268,268,67.34035541401087,98.06412148759172,GROCERY
269,269,37.32794779477815,5.324638380618662,OTHER
270,270,18.313597755640366,56.30171172907554,CLOTHING
271,271,29.17150127565651,78.8957898816244,GROCERY
272,272,72.06565393341177,28.75794353161104,CLOTHING
273,273,32.49836343311342,37.192487920310434,CLOTHING
274,274,69.1586479618886,23.866210927127263,OTHER
275,275,50.215920915909386,17.35847324881353,GROCERY
276,276,44.89960917456721,31.6206283394328,OTHER
277,277,96.76279024466845,70.90354570960386,GROCERY
278,278,16.609051659683217,21.533504964689985,FUEL
279,279,48.71607937962662,83.78162179200758,ELECTRONICS
280,280,15.971464064360486,19.478229139691937,CLOTHING
281,281,93.74569713187853,42.696271889987415,GROCERY
282,282,48.8619411994327,93.4158912203759,FUEL
283,283,33.196601563982654,78.45981300723595,CLOTHING
284,284,16.832029320045617,90.94903400969406,OTHER
285,285,59.41006993085347,5.056350048965097,ELECTRONICS
286,286,39.895892552071146,31.498694674068663,FUEL
287,287,12.718013544977113,22.93025892414412,FUEL
288,288,3.237375217664762,81.8682559621663,ELECTRONICS
289,289,39.13025999157737,4.789095731291926,FUEL
290,290,58.31684264772582,27.589479833652298,CLOTHING
291,291,51.88251065993167,83.19067008603677,OTHER
292,292,90.0027747405641,37.003494875003526,CLOTHING
293,293,91.16185024660929,29.643980313164853,ELECTRONICS
294,294,93.62974360911515,32.304554481171024,OTHER
295,295,79.96926496140826,37.26449382575957,FUEL
296,296,47.761578016281106,67.18527073866231,FUEL
297,297,52.37951180754315,35.03490745979004,ELECTRONICS
298,298,39.73150599262281,36.873958036777545,ELECTRONICS
299,299,39.95437923774949,79.9556546782157,ELECTRONICS
300,300,4.157967436333376,47.99722849205548,FUEL
301,301,79.88224709557728,86.80285668662296,CLOTHING
302,302,24.602030749852265,31.10301988801232,ELECTRONICS
303,303,2.933904389372244,17.26141034986407,FUEL
304,304,46.64793528569832,80.75509421264044,OTHER
305,305,71.78562002415245,34.67234283920578,GROCERY
306,306,43.60317901055587,32.407066169536705,CLOTHING
307,307,36.41332872426373,13.577179259894201,GROCERY
308,308,65.85270892294646,87.26871023778922,CLOTHING
309,309,16.28547554068951,94.1392752486135,CLOTHING
310,310,1.1331878518093363,55.2617305961826,ELECTRONICS
311,311,59.242301480461244,4.226302419056016,OTHER
312,312,53.0450536104598,14.604862788415208,FUEL
313,313,86.58205048059342,96.20976533169348,FUEL
314,314,41.58702013131818,43.04501262358258,CLOTHING
315,315,78.61152996152843,51.546505909391115,FUEL
316,316,1.792585180346029,51.963865011711974,ELECTRONICS
317,317,2.7277850075357213,66.0187226308338,CLOTHING
318,318,59.85654473319416,48.90578223809231,CLOTHING
319,319,22.623965842697224,96.4032245762111,FUEL
320,320,6.726547684106066,70.00722231903403,GROCERY
321,321,12.774956752362277,28.164817327831503,ELECTRONICS
322,322,37.47430730923029,77.37016155037789,GROCERY
323,323,33.71369319580698,33.3316800546535,ELECTRONICS
324,324,56.379248937852154,3.5204583865701244,CLOTHING
325,325,88.75952983608646,53.549623376058086,GROCERY
326,326,36.56775693413871,55.88806873383917,ELECTRONICS
327,327,18.41566613119261,99.2098290065761,ELECTRONICS
328,328,57.80302477783275,2.210899005434619,FUEL
329,329,0.21577781794834827,34.190810876458286,OTHER
330,330,38.48183663541113,74.05967527310247,FUEL
331,331,31.7236887598234,24.395761698641337,GROCERY
332,332,38.73912668417739,15.790370059476533,OTHER
333,333,5.080103096596423,36.077032075656604,OTHER
334,334,55.4216886117733,94.57223784965424,OTHER
335,335,62.41677145870826,54.3538368526693,ELECTRONICS
336,336,74.94654678181311,98.27487171243496,FUEL
337,337,95.7453678561781,99.60478727622389,GROCERY
338,338,35.47426221803563,54.95461937805314,FUEL
339,339,65.62901765015364,77.76237713636824,OTHER
340,340,44.2042218364359,50.12352180137973,FUEL
341,341,21.50477140696757,56.86621009010031,GROCERY
342,342,88.92952152839733,93.94381652812686,OTHER
343,343,74.59063823156617,86.48700120837364,GROCERY
344,344,94.27888976125193,76.09180974946881,FUEL
345,345,82.15420262975918,20.015380338897003,OTHER
346,346,91.74680145841101,14.951963013462766,ELECTRONICS
347,347,12.804791278567007,70.98086096501837,FUEL
348,348,1.5714535725255052,12.152208496396021,OTHER
349,349,19.858722946932605,24.150097636388157,FUEL
350,350,41.21250942915922,41.13736881461462,ELECTRONICS
351,351,68.76430157240668,29.48774464100774,CLOTHING
352,352,43.846118335273424,41.6861675985742,CLOTHING
353,353,51.3346280126808,74.57748480145247,ELECTRONICS
354,354,76.09921126035006,79.393218367149,CLOTHING
355,355,7.0603436253652285,62.60564029633342,CLOTHING
356,356,67.83002180032774,54.98528804419167,OTHER
357,357,4.872865838077467,12.6081422122036,FUEL
358,358,24.864853158753608,6.29214714683537,GROCERY
359,359,72.22737735973857,2.4246948897195586,CLOTHING
360,360,68.30682599050895,32.388443969109005,ELECTRONICS
361,361,40.52864896569335,54.06341730936373,ELECTRONICS
362,362,29.455767458146465,28.14280018975409,ELECTRONICS
363,363,82.81077620045912,74.45692687820753,ELECTRONICS
364,364,27.47533889489221,35.339468880013925,CLOTHING
365,365,3.121134819157656,63.26594899364644,GROCERY
366,366,24.726729061856922,81.47318687095087,CLOTHING
367,367,2.1193381740469808,60.81111374536208,ELECTRONICS
368,368,81.0690847980063,15.812453824216345,ELECTRONICS
369,369,12.226983764226084,81.80016371336238,ELECTRONICS
370,370,97.39700411195548,31.717539396047346,OTHER
371,371,21.298368639510034,95.61183172988541,CLOTHING
372,372,30.60714149976571,62.91212326328284,FUEL
373,373,58.519228625534495,96.63380141374729,FUEL
374,374,30.820810705082515,73.68894814415076,OTHER
375,375,37.92938853014244,45.11701436036053,ELECTRONICS
376,376,10.421019388155573,26.747112231647176,GROCERY
377,377,38.90709874035916,75.17522493859815,ELECTRONICS
378,378,2.5232939887885886,39.53486207347979,OTHER
379,379,22.396692242099093,32.115365020392005,FUEL
380,380,90.94703295567118,63.21150889745915,FUEL
381,381,28.07764740442198,2.704242489245723,FUEL
382,382,27.089834498352904,50.1703782192611,CLOTHING
383,383,67.92624397768347,60.81052616627297,ELECTRONICS
384,384,88.2903271248805,80.36215989663413,FUEL
385,385,29.58443441484473,34.8158089842287,OTHER
386,386,37.632881322022115,70.08426126908682,FUEL
387,387,71.46723547095178,34.95079034601666,GROCERY
388,388,79.21459755036756,1.064785725110795,OTHER
389,389,61.37939122560816,59.917709968567124,OTHER
390,390,17.899740667351782,36.765600369224494,ELECTRONICS
391,391,18.073532023835746,51.77396235963791,OTHER
392,392,75.79526866549317,30.754780389044722,ELECTRONICS
393,393,70.6829739510714,73.40357124040155,CLOTHING
394,394,89.6278924358489,23.55278215682851,OTHER
395,395,77.98000832637796,73.03149248479187,ELECTRONICS
396,396,42.12166559686378,54.28372915558533,OTHER
397,397,13.32744723135213,82.25296814375393,FUEL
398,398,89.0472068652006,24.591223633382477,GROCERY
399,399,69.55431292830653,20.70090982423548,GROCERY
400,400,57.637538801564325,0.7236652366212626,FUEL
401,401,68.1869223257289,14.636593606650338,FUEL
402,402,38.51449906554535,87.32939334324182,ELECTRONICS
403,403,34.32801310599074,97.43701297691737,GROCERY
404,404,57.54386552125319,12.111251817862001,OTHER
405,405,48.27472365789844,27.480612982201546,GROCERY
406,406,70.89697566614197,47.22135437289191,GROCERY
407,407,93.60931450035416,53.34396934265306,CLOTHING
408,408,84.72948339522749,75.72550277038313,ELECTRONICS
409,409,38.74704368907847,48.284711568879814,FUEL
410,410,37.2476651422862,2.4275194556889312,OTHER
411,411,92.68322690509892,58.40880726557,ELECTRONICS
412,412,39.462190928397064,12.533826933655812,OTHER
413,413,80.0238985520028,31.874071288683748,ELECTRONICS
414,414,9.274190970433228,32.28303780693399,OTHER
415,415,45.110791675695985,70.91868866706773,CLOTHING
416,416,51.62386691772186,56.12562921935302,CLOTHING
417,417,80.88381969364721,72.52289815708521,OTHER
418,418,87.76101515592856,82.42854063188632,FUEL
419,419,15.26592270117847,51.5643438295584,FUEL
420,420,61.71558193689677,26.64633333674795,FUEL
421,421,62.913957808210064,54.15615497861794,CLOTHING
422,422,15.154022588838334,96.59724478398047,CLOTHING
423,423,83.35719579667152,81.33412086484448,FUEL
424,424,55.346362824028326,6.148718533281173,CLOTHING
425,425,96.17164147247777,87.28752926812096,OTHER
426,426,18.631128384118323,35.64859141203195,ELECTRONICS
427,427,52.49701025167042,89.51739406916559,CLOTHING
428,428,32.345172899435106,71.45852060195573,OTHER
429,429,64.24750672850944,11.078852361273883,OTHER
430,430,60.80746372811212,63.420632319940374,OTHER
431,431,51.24268441605451,63.17571206549605,FUEL
432,432,32.485628801244914,28.3197137840723,FUEL
433,433,50.394330295474774,65.05792996938477,ELECTRONICS
434,434,37.22558832875904,1.4722278810895273,CLOTHING
435,435,89.07800982700282,48.732248727843064,CLOTHING
436,436,46.152335081833584,65.52807620798477,GROCERY
437,437,47.523355964585335,11.869106154389852,CLOTHING
438,438,25.855901231338898,81.31321690015697,OTHER
439,439,25.383520636911438,80.02565039576946,ELECTRONICS
440,440,95.38875922751042,90.0334069074646,CLOTHING
441,441,31.400421710145277,97.84010087156514,FUEL
442,442,86.83416452489472,29.188026518700838,OTHER
443,443,59.4776761058022,7.300970420509345,FUEL
444,444,98.05196838758131,9.777282943996212,OTHER
445,445,16.40745833622701,8.606991679340714,FUEL
446,446,94.15739206055065,26.600576899202633,ELECTRONICS
447,447,77.24697234963098,42.36275719838718,OTHER
448,448,56.801219976466776,35.06370641453955,ELECTRONICS
449,449,70.88565795698844,92.41261632574238,GROCERY
450,450,72.24361789829518,77.92121945261277,ELECTRONICS
451,451,44.83842902252836,10.881918287592107,GROCERY
452,452,63.44781596211978,4.100978670536182,FUEL
453,453,22.856005773042632,54.38162294514783,CLOTHING
454,454,2.136015514247902,79.10699390402897,FUEL
455,455,67.65057351708441,10.795046929662622,CLOTHING
456,456,47.44570225466174,77.04317334572205,CLOTHING
457,457,90.55655898514118,36.09466000935174,FUEL
458,458,26.40376099910252,74.06755288917306,GROCERY
459,459,81.79611410760873,4.420463497209159,GROCERY
460,460,98.63273880403983,24.603954216326773,FUEL
461,461,89.80828588220268,74.87454075905241,CLOTHING
462,462,96.44055497839983,10.730692871896574,OTHER
463,463,15.90659758842613,97.0856849821444,CLOTHING
464,464,16.507986433530654,8.647787893838267,CLOTHING
465,465,22.830636590788,9.200615824774793,CLOTHING
466,466,36.148292486919885,43.07032453918029,ELECTRONICS
467,467,11.540097091750322,90.0740020285705,OTHER
468,468,15.06909309230624,35.369643291001665,CLOTHING
469,469,1.8477027249739209,13.562897082575475,ELECTRONICS
470,470,93.32889589308722,10.926263431214823,FUEL
471,471,36.108139771152906,58.25526065017094,OTHER
472,472,62.60313670476446,8.596640670963108,CLOTHING
473,473,45.45354548013114,83.69262069968445,CLOTHING
474,474,74.30512247357368,81.01494173112577,ELECTRONICS
475,475,80.61328596472626,81.5438547297774,CLOTHING
476,476,38.29896814260317,32.2940480691257,FUEL
477,477,53.53252585814279,38.358919120080884,FUEL
478,478,9.749176247892976,76.1113899463416,FUEL
479,479,28.547640410373056,74.23444093092363,FUEL
480,480,22.275902295882943,39.43481142907379,OTHER
481,481,30.85591676361362,74.87793168947168,GROCERY
482,482,32.44521698250583,94.8306856875518,GROCERY
483,483,57.50044697370883,81.77439725143816,CLOTHING
484,484,33.277000728458916,82.16028932232435,ELECTRONICS
485,485,32.68611586401614,63.36407825109339,ELECTRONICS
486,486,83.12842753847366,38.20487278122319,FUEL
487,487,1.2143032630931305,68.44070738566711,ELECTRONICS
488,488,0.5259683233191148,16.675272964242836,FUEL
489,489,5.711663387722144,91.52923344157767,ELECTRONICS
490,490,86.55452041910493,66.82839348607666,GROCERY
491,491,63.37400524686158,22.54784905073397,FUEL
492,492,72.79632091992731,8.76694864670753,GROCERY
493,493,95.76887605165476,16.395227122365863,CLOTHING
494,494,21.80002045537327,95.0619234586352,GROCERY
495,495,92.00001624212418,79.59543314815683,GROCERY
496,496,24.260035627716093,89.21461669868307,FUEL
497,497,51.88657259511141,36.230595247798206,ELECTRONICS
498,498,68.10702203527299,26.570766574694773,FUEL
499,499,79.7258799800511,19.93709824308728,ELECTRONICS
500,500,24.811108530582892,34.38122046934692,FUEL
501,501,47.70241100699092,1.22840431227772,CLOTHING
502,502,4.559073620980236,57.68453738538545,OTHER
503,503,28.787853412722487,40.337636059430025,OTHER
504,504,98.09676559690529,81.61156622234765,GROCERY
505,505,90.51033345304079,41.07293684260459,FUEL
506,506,58.20905631037092,50.76016595951236,ELECTRONICS
507,507,78.64934533193126,28.928171429738136,OTHER
508,508,90.22105168787007,72.40882630763423,ELECTRONICS
509,509,33.18550661649857,33.25477685113009,GROCERY
510,510,98.05004747710356,45.43296279824435,FUEL
511,511,44.85289096159404,81.93860685974579,OTHER
512,512,15.88964217597697,76.10824451743677,FUEL
513,513,53.00742665991673,79.20973963623253,ELECTRONICS
514,514,59.364265809252494,57.61289735934657,ELECTRONICS
515,515,69.28345797219869,12.865714404259698,GROCERY
516,516,67.09529282143428,8.744497753038626,OTHER
517,517,4.144514955818868,86.32888987084176,FUEL
518,518,63.90444747720794,97.80890472267288,CLOTHING
519,519,92.16249699129067,63.59643708425846,FUEL
520,520,67.01062171716376,26.31731338262684,OTHER
521,521,97.52157608898995,20.593720482390598,CLOTHING
522,522,51.1507690924592,23.913814463496774,FUEL
523,523,81.02085063833623,90.81020017381887,FUEL
524,524,14.027245188955629,36.52262998643641,FUEL
